-101.36,51.18,539.5,CAE05012469,ROBLIN
-100.6,50.45,561.3,CAE05012654,SHOAL LAKE CS
-99.94,50.66,627.4,CAE05013117,WASAGAMING
-100.99,49.28,445.9,CAE0501A7AR,MELITA
-98.32,49.4,341.4,CAE05020725,DEERWOOD RCS
-97.24,49.0,242.0,CAE05020881,EMERSON AUTO
-97.56,49.03,252.6,CAE05021220,GRETNA (AUT)
-96.9,49.52,246.5,CAE05021500,KLEEFELD (MAFRI)
-98.08,49.19,297.5,CAE05021849,MORDEN CDA CS
-98.9,49.19,470.3,CAE05022125,PILOT MOUND (AUT)
-97.03,50.06,231.3,CAE050225DS,WINNIPEG ST ANDREWS
-100.01,54.88,305.0,CAE05022710,SNOW LAKE
-95.6,49.02,328.8,CAE05022759,SPRAGUE
-97.24,49.91,238.7,CAE05023227,WINNIPEG INTL A
-97.13,49.89,230.0,CAE05023262,WINNIPEG THE FORKS
-98.03,49.5,268.2,CAE0502I001,CARMAN U OF M CS
-97.25,49.92,238.7,CAE0502S001,WINNIPEG A CS
-97.02,52.36,221.9,CAE05030203,BERENS RIVER CS
-97.02,52.36,222.2,CAE05030204,BERENS RIVER A
-97.62,52.82,222.5,CAE05030984,GEORGE ISLAND (AUT)
-97.55,51.08,253.0,CAE050309J6,FISHER BRANCH (AUT)
-96.98,50.63,217.0,CAE05031041,GIMLI HARBOUR CS
-97.05,50.63,230.1,CAE05031042,GIMLI CLIMATE
-95.98,50.52,253.0,CAE05031201,GREAT FALLS CLIMATE
